OBJECTID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,protected_
136,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,7.304109167305550,0.023249701577190
137,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,81.114674977257806,0.258196029598461
138,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,47.985289136427603,0.152741919235126
139,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,54.537515156757699,0.173598302422943
140,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,2.738713194583190,0.008717594852578
141,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,2.584222846221450,0.008225836800543
142,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,2.254435011102780,0.007176089517929
143,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,2.052748090533780,0.006534100110618
144,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,3,NA,Right and left,NA,NA,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,4.423205251017920,0.014079499600191
145,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,8.390741792904070,0.026708560650969
146,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,20.641684929806502,0.065704523806484
147,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,0.313134058326193,0.000996736664661
148,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,NA,NA,NA,Beach-break,All surfers,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
149,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4,2,Left,Beach-break,Experienced surfers,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
150,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4,3,Right and left,Reef-coral,Pros or kamikaze only...,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
151,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
152,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
153,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
154,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.5,NA,Right,Reef-coral,Experienced surfers,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
155,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
156,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,15.921150925581900,0.050678597390369
157,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.5,3,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,11.288028359942700,0.035930910224928
158,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,17.658402209824899,0.056208439975970
159,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,3.5,NA,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,12.237182794281800,0.038952162624581
160,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,13.555242542486701,0.043147677108926
161,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,7.729167875505730,0.024602705467476
162,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,3,3,Right and left,Point-break,All surfers,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,2.658298948419720,0.008461628357140
163,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,3.5,NA,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
164,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,3,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,85.910884784826905,0.273462839578070
165,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
166,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
167,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
168,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
169,511,Norte,Maranhao,Pororoca,1.242601000000000,-50.291972000000001,4,NA,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
170,537,Nordeste,Bahia Sul,Sirihyba,-14.955150900000000,-39.007338300000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,2.876199104513950,0.009155226095998
171,538,Nordeste,Bahia Sul,Sol do Muta,-13.881859300000000,-38.948337600000002,NA,3,Right,Point-break,All surfers,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,75.744161057727695,0.241101152853720
172,539,Nordeste,Bahia Norte,Rock Quente,-12.937671999999999,-38.326481000000001,3.5,NA,Right and left,Reef-rocky,NA,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,39.165885158333701,0.124668884470366
173,540,Nordeste,Bahia Norte,Ribeira,-12.918761999999999,-38.502079999999999,NA,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,29.010025496516601,0.092341779139851
174,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596083999999999,-38.028939000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,115.821997802447996,0.368672869380765
175,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078000000000,-35.698022000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,0.234499568596328,0.000746435309900
176,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081000000001,-34.945245000000000,3.5,4,Right,Point-break,All surfers,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,19.292380017372199,0.061409552875442
177,544,Nordeste,Ceara,Prainha,-3.899172000000000,-38.346806000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,6.132542764413970,0.019520489893578
178,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468000000000,-32.434612000000001,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
179,546,Nordeste,Maranhao,Caolho,-2.478724000000000,-44.240184999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
180,547,Norte,Para,Atalaia (salinas),-0.596981000000000,-47.293622999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
181,548,Norte,Para,Algodoal,-0.577838000000000,-47.579901000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
