OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,osm_id,code,fclass,name_1,type_1,Shape_Leng,Shape_Area,Shape_Le_1,Shape_Ar_1
122,0,122,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,10000.000000000000000,122,,,,,,,,62831.853071795863798,314159265.358979284763336
123,1,123,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,10000.000000000000000,123,91145831,1500,building, ,hotel,985.065608985963308,23884.866056736045721,62831.853071795863798,314159265.358979284763336
124,0,124,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,10000.000000000000000,124,,,,,,,,62831.853071795863798,314159265.358979284763336
125,0,125,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,10000.000000000000000,125,,,,,,,,62831.853071795863798,314159265.358979284763336
126,0,126,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,10000.000000000000000,126,,,,,,,,62831.853071795863798,314159265.358979284763336
127,0,127,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,10000.000000000000000,127,,,,,,,,62831.853071795863798,314159265.358979284763336
128,0,128,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,10000.000000000000000,128,,,,,,,,62831.853071795863798,314159265.358979284763336
129,0,129,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,10000.000000000000000,129,,,,,,,,62831.853071795863798,314159265.358979284763336
130,2,130,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,10000.000000000000000,130,859270792,1500,building, ,hotel,201.609292456436663,1299.926580963569450,62831.853071795863798,314159265.358979284763336
131,3,131,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,10000.000000000000000,131,390164376,1500,building,Tropical Praia Hotel,hotel,131.062083461686825,1065.156065087132220,62831.853071795863798,314159265.358979284763336
132,5,132,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,10000.000000000000000,132,95641843,1500,building,Quality,hotel,214.071796064532691,1934.319969864763152,62831.853071795863798,314159265.358979284763336
133,0,133,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,10000.000000000000000,133,,,,,,,,62831.853071795863798,314159265.358979284763336
134,0,134,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,10000.000000000000000,134,,,,,,,,62831.853071795863798,314159265.358979284763336
135,0,135,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,10000.000000000000000,135,,,,,,,,62831.853071795863798,314159265.358979284763336
136,0,136,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,10000.000000000000000,136,,,,,,,,62831.853071795863798,314159265.358979284763336
137,0,137,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,10000.000000000000000,137,,,,,,,,62831.853071795863798,314159265.358979284763336
138,0,138,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,10000.000000000000000,138,,,,,,,,62831.853071795863798,314159265.358979284763336
139,0,139,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,10000.000000000000000,139,,,,,,,,62831.853071795863798,314159265.358979284763336
140,0,140,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,10000.000000000000000,140,,,,,,,,62831.853071795863798,314159265.358979284763336
141,0,141,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,10000.000000000000000,141,,,,,,,,62831.853071795863798,314159265.358979284763336
142,24,142,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,10000.000000000000000,142,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
143,24,143,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,10000.000000000000000,143,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
144,24,144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,10000.000000000000000,144,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
145,24,145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,10000.000000000000000,145,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
146,24,146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,10000.000000000000000,146,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
147,10,147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,10000.000000000000000,147,187439007,1500,building,Hotel Brisa Tower,hotel,95.753260054714900,335.902922121155257,62831.853071795863798,314159265.358979284763336
148,0,148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,10000.000000000000000,148,,,,,,,,62831.853071795863798,314159265.358979284763336
149,0,149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,10000.000000000000000,149,,,,,,,,62831.853071795863798,314159265.358979284763336
150,0,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,10000.000000000000000,150,,,,,,,,62831.853071795863798,314159265.358979284763336
151,1,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,10000.000000000000000,151,256396779,1500,building, ,hotel,278.885876160272858,1530.324021580475346,62831.853071795863798,314159265.358979284763336
152,0,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,10000.000000000000000,152,,,,,,,,62831.853071795863798,314159265.358979284763336
153,1,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,10000.000000000000000,153,271471498,1500,building,Casa de Maracaipe,hotel,52.576494762835956,159.366122292848530,62831.853071795863798,314159265.358979284763336
154,16,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,10000.000000000000000,154,271471498,1500,building,Casa de Maracaipe,hotel,52.576494762835956,159.366122292848530,62831.853071795863798,314159265.358979284763336
155,16,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,10000.000000000000000,155,271471498,1500,building,Casa de Maracaipe,hotel,52.576494762835956,159.366122292848530,62831.853071795863798,314159265.358979284763336
156,2,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,10000.000000000000000,156,788549766,1500,building,Intercity Suape Costa Dourada,hotel,185.463016516659167,932.021044371840276,62831.853071795863798,314159265.358979284763336
157,13,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,10000.000000000000000,157,186954764,1500,building,Hotel de Transito,hotel,166.435834626313664,779.800033323543403,62831.853071795863798,314159265.358979284763336
158,0,158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,10000.000000000000000,158,,,,,,,,62831.853071795863798,314159265.358979284763336
159,1,159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,10000.000000000000000,159,669996473,1500,building, ,hotel,89.202097773353358,424.407626427026628,62831.853071795863798,314159265.358979284763336
160,1,160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,10000.000000000000000,160,669996473,1500,building, ,hotel,89.202097773353358,424.407626427026628,62831.853071795863798,314159265.358979284763336
161,1,161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,10000.000000000000000,161,669996473,1500,building, ,hotel,89.202097773353358,424.407626427026628,62831.853071795863798,314159265.358979284763336
162,1,162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,10000.000000000000000,162,669996473,1500,building, ,hotel,89.202097773353358,424.407626427026628,62831.853071795863798,314159265.358979284763336
163,1,163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,10000.000000000000000,163,669996473,1500,building, ,hotel,89.202097773353358,424.407626427026628,62831.853071795863798,314159265.358979284763336
164,27,164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,10000.000000000000000,164,731555905,1500,building, ,hotel,73.939598537226516,341.317634166133644,62831.853071795863798,314159265.358979284763336
165,29,165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,10000.000000000000000,165,618285416,1500,building, ,hotel,84.373326014958621,427.772247401965785,62831.853071795863798,314159265.358979284763336
166,29,166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,10000.000000000000000,166,618285416,1500,building, ,hotel,84.373326014958621,427.772247401965785,62831.853071795863798,314159265.358979284763336
167,29,167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,10000.000000000000000,167,618285416,1500,building, ,hotel,84.373326014958621,427.772247401965785,62831.853071795863798,314159265.358979284763336
168,29,168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,10000.000000000000000,168,618285416,1500,building, ,hotel,84.373326014958621,427.772247401965785,62831.853071795863798,314159265.358979284763336
169,24,169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,10000.000000000000000,169,523750435,1500,building, ,hotel,36.529221756014763,82.544076858070213,62831.853071795863798,314159265.358979284763336
170,25,170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,10000.000000000000000,170,90080909,1500,building, ,hotel,275.136468727286001,2017.945998040595214,62831.853071795863798,314159265.358979284763336
171,24,171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,10000.000000000000000,171,90080909,1500,building, ,hotel,275.136468727286001,2017.945998040595214,62831.853071795863798,314159265.358979284763336
172,35,172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,10000.000000000000000,172,90080909,1500,building, ,hotel,275.136468727286001,2017.945998040595214,62831.853071795863798,314159265.358979284763336
173,31,173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,10000.000000000000000,173,49048501,1500,building, ,hotel,177.452305263967219,1000.106709715064767,62831.853071795863798,314159265.358979284763336
174,28,174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,10000.000000000000000,174,49048501,1500,building, ,hotel,177.452305263967219,1000.106709715064767,62831.853071795863798,314159265.358979284763336
175,20,175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,10000.000000000000000,175,49048501,1500,building, ,hotel,177.452305263967219,1000.106709715064767,62831.853071795863798,314159265.358979284763336
176,3,176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,10000.000000000000000,176,668252794,1500,building, ,hotel,79.959763679561931,359.894005316629489,62831.853071795863798,314159265.358979284763336
177,9,177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,10000.000000000000000,177,630253717,1500,building, ,hotel,129.551719757893494,858.215473662339264,62831.853071795863798,314159265.358979284763336
178,0,178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,10000.000000000000000,178,,,,,,,,62831.853071795863798,314159265.358979284763336
179,0,179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,10000.000000000000000,179,,,,,,,,62831.853071795863798,314159265.358979284763336
180,0,180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,10000.000000000000000,180,,,,,,,,62831.853071795863798,314159265.358979284763336
181,55,181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,10000.000000000000000,181,291273207,1500,building,Hotel Vila Galé,hotel,453.901046048012461,5821.534142792273087,62831.853071795863798,314159265.358979284763336
182,55,182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,10000.000000000000000,182,291273207,1500,building,Hotel Vila Galé,hotel,453.901046048012461,5821.534142792273087,62831.853071795863798,314159265.358979284763336
183,31,183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,10000.000000000000000,183,464606753,1500,building,Ideal Praia Hotel,hotel,80.426162543891181,295.100753574438613,62831.853071795863798,314159265.358979284763336
184,4,184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,10000.000000000000000,184,552628803,1500,building, ,hotel,357.667716311609638,4956.868487911458942,62831.853071795863798,314159265.358979284763336
185,0,185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,10000.000000000000000,185,,,,,,,,62831.853071795863798,314159265.358979284763336
186,1,186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,10000.000000000000000,186,139030752,1500,building,Hotel Dunas de Paracuru,hotel,163.674868013267997,1053.632367105959474,62831.853071795863798,314159265.358979284763336
187,1,187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,10000.000000000000000,187,139030752,1500,building,Hotel Dunas de Paracuru,hotel,163.674868013267997,1053.632367105959474,62831.853071795863798,314159265.358979284763336
188,1,188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,10000.000000000000000,188,139030752,1500,building,Hotel Dunas de Paracuru,hotel,163.674868013267997,1053.632367105959474,62831.853071795863798,314159265.358979284763336
189,1,189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,10000.000000000000000,189,139030752,1500,building,Hotel Dunas de Paracuru,hotel,163.674868013267997,1053.632367105959474,62831.853071795863798,314159265.358979284763336
190,1,190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,10000.000000000000000,190,725401148,1500,building, ,hotel,82.342888442880380,246.718204219845319,62831.853071795863798,314159265.358979284763336
191,1,191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,10000.000000000000000,191,139381421,1500,building, ,hotel,497.087858189230474,5231.427151305739244,62831.853071795863798,314159265.358979284763336
192,1,192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,192,139381421,1500,building, ,hotel,497.087858189230474,5231.427151305739244,62831.853071795863798,314159265.358979284763336
193,1,193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,193,139381421,1500,building, ,hotel,497.087858189230474,5231.427151305739244,62831.853071795863798,314159265.358979284763336
194,1,194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,194,139381421,1500,building, ,hotel,497.087858189230474,5231.427151305739244,62831.853071795863798,314159265.358979284763336
195,0,195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,195,,,,,,,,62831.853071795863798,314159265.358979284763336
196,0,196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,196,,,,,,,,62831.853071795863798,314159265.358979284763336
197,0,197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,197,,,,,,,,62831.853071795863798,314159265.358979284763336
198,0,198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,10000.000000000000000,198,,,,,,,,62831.853071795863798,314159265.358979284763336
199,0,199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,199,,,,,,,,62831.853071795863798,314159265.358979284763336
200,0,200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,200,,,,,,,,62831.853071795863798,314159265.358979284763336
201,0,201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,201,,,,,,,,62831.853071795863798,314159265.358979284763336
202,1,202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,202,545479603,1500,building, ,hotel,247.714646055655152,1415.283862061684886,62831.853071795863798,314159265.358979284763336
203,1,203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,203,545479603,1500,building, ,hotel,247.714646055655152,1415.283862061684886,62831.853071795863798,314159265.358979284763336
204,1,204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,204,545479603,1500,building, ,hotel,247.714646055655152,1415.283862061684886,62831.853071795863798,314159265.358979284763336
205,1,205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,205,545479603,1500,building, ,hotel,247.714646055655152,1415.283862061684886,62831.853071795863798,314159265.358979284763336
206,0,206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,3.5,5,Right and left,Beach-break,All surfers,10000.000000000000000,206,,,,,,,,62831.853071795863798,314159265.358979284763336
207,2,207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,207,452239772,1500,building,Hotel Rediadri,hotel,136.292662717794997,1109.003978584011747,62831.853071795863798,314159265.358979284763336
208,2,208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,208,452239772,1500,building,Hotel Rediadri,hotel,136.292662717794997,1109.003978584011747,62831.853071795863798,314159265.358979284763336
209,2,209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,209,452239772,1500,building,Hotel Rediadri,hotel,136.292662717794997,1109.003978584011747,62831.853071795863798,314159265.358979284763336
210,0,210,209,Sul,Rio Grande Do Sul,Capao Novo,-29.686972000000001,-49.972558999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,210,,,,,,,,62831.853071795863798,314159265.358979284763336
211,0,211,210,Sul,Rio Grande Do Sul,Curumim,-29.625605000000000,-49.935744999999997,3,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,211,,,,,,,,62831.853071795863798,314159265.358979284763336
212,6,212,211,Sul,Rio Grande Do Sul,Itapeva,-29.372975000000000,-49.784109999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,212,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
213,6,213,212,Sul,Rio Grande Do Sul,Guarita,-29.357804999999999,-49.733997000000002,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,213,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
214,6,214,213,Sul,Rio Grande Do Sul,Cal,-29.349421000000000,-49.729849999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,214,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
215,6,215,214,Sul,Rio Grande Do Sul,Ilha dos Lobos,-29.346876999999999,-49.704411999999998,5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,215,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
216,6,216,215,Sul,Rio Grande Do Sul,Prainha,-29.342434999999998,-49.724497000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,216,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
217,6,217,216,Sul,Rio Grande Do Sul,Saraiva,-29.340395999999998,-49.723241000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,217,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
218,6,218,217,Sul,Rio Grande Do Sul,Molhes,-29.327311000000002,-49.712007999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,218,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
219,6,219,218,Sul,Rio Grande Do Sul,Passo de Torres,-29.324159000000002,-49.712415999999997,3.5,2,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,219,325992001,1500,building,Hotel Pousada Recanto da Prainha,hotel,141.111768821077618,911.198190276725654,62831.853071795863798,314159265.358979284763336
220,0,220,219,Sul,Santa Catarina South,Gaivota,-29.164828000000000,-49.582157000000002,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,220,,,,,,,,62831.853071795863798,314159265.358979284763336
221,0,221,220,Sul,Santa Catarina South,Arroio do Silva,-28.943866000000000,-49.385604999999998,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,221,,,,,,,,62831.853071795863798,314159265.358979284763336
222,0,222,221,Sul,Santa Catarina South,Morro dos Conventos,-28.937256000000001,-49.329642999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,222,,,,,,,,62831.853071795863798,314159265.358979284763336
223,0,223,222,Sul,Santa Catarina South,Rincão,-28.833846999999999,-49.216003000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,223,,,,,,,,62831.853071795863798,314159265.358979284763336
224,1,224,223,Sul,Santa Catarina South,Jaguaruna,-28.635157000000000,-48.948211999999998,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,224,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
225,1,225,224,Sul,Santa Catarina South,Camacho,-28.615946000000001,-48.859506000000003,3,2,NA,Beach-break,All surfers,10000.000000000000000,225,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
226,1,226,225,Sul,Santa Catarina South,Cigana,-28.613534999999999,-48.845387000000002,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,226,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
227,1,227,226,Sul,Santa Catarina South,Cardozo,-28.607516000000000,-48.822994999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,227,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
228,1,228,227,Sul,Santa Catarina South,Cemiterio,-28.604341999999999,-48.811998000000003,5,1,Right,Point-break,Pros or kamikaze only...,10000.000000000000000,228,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
229,1,229,228,Sul,Santa Catarina South,Prainha do Farol,-28.600442000000001,-48.816654999999997,3,1,Right,Beach-break,All surfers,10000.000000000000000,229,658254654,1500,building,Hotel dos Paraguaios,hotel,217.036859172760018,1741.836774828888565,62831.853071795863798,314159265.358979284763336
230,6,230,229,Sul,Santa Catarina South,Ipoa,-28.536688999999999,-48.765521000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,230,458135138,1500,building,Marina Sul Hotel,hotel,350.940513482573692,2773.218726190251346,62831.853071795863798,314159265.358979284763336
231,6,231,230,Sul,Santa Catarina South,Teresa,-28.524982000000001,-48.762453000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,231,458135138,1500,building,Marina Sul Hotel,hotel,350.940513482573692,2773.218726190251346,62831.853071795863798,314159265.358979284763336
232,6,232,231,Sul,Santa Catarina South,Praia de Cima,-28.497350000000001,-48.748752000000003,3.5,2,Right and left,Beach-break,All surfers,10000.000000000000000,232,458135138,1500,building,Marina Sul Hotel,hotel,350.940513482573692,2773.218726190251346,62831.853071795863798,314159265.358979284763336
233,6,233,232,Sul,Santa Catarina South,Laguna,-28.473973000000001,-48.762645999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,233,458135138,1500,building,Marina Sul Hotel,hotel,350.940513482573692,2773.218726190251346,62831.853071795863798,314159265.358979284763336
234,6,234,233,Sul,Santa Catarina South,Cavalinho,-28.419032000000001,-48.744278000000001,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,234,458135138,1500,building,Marina Sul Hotel,hotel,350.940513482573692,2773.218726190251346,62831.853071795863798,314159265.358979284763336
235,0,235,234,Sul,Santa Catarina South,Itapirubá,-28.342309000000000,-48.707799999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,235,,,,,,,,62831.853071795863798,314159265.358979284763336
236,0,236,235,Sul,Santa Catarina South,Itapirubá Norte,-28.336776000000000,-48.704709999999999,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,236,,,,,,,,62831.853071795863798,314159265.358979284763336
237,0,237,236,Sul,Santa Catarina South,Castelinho,-28.256232000000001,-48.672694999999997,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,237,,,,,,,,62831.853071795863798,314159265.358979284763336
238,0,238,237,Sul,Santa Catarina South,Praia da Vila,-28.241149000000000,-48.653877000000001,4,4,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,238,,,,,,,,62831.853071795863798,314159265.358979284763336
