OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,ogc_fid,idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,Shape_Length,Shape_Area
144,1,144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,144,15,17.000000000000000,0.000000000000000,BRMCZ,Macei,Organized Port,BR,MCZ, ,In operation,SEP,www.portodemaceio.com.br,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Rua Sn e Albuquerque, ,0.000000000000000,Jaragu,57025180,BR270430,Macei4,BR27,AL,6.000000000000000,Regi,Entre as praias de PajuGara e Jaragut,-9.683056000000001,-35.7263880, ,ANTAQ,BRMCZ,31415.926535897931899,78539816.339744821190834
145,1,145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,145,15,17.000000000000000,0.000000000000000,BRMCZ,Macei,Organized Port,BR,MCZ, ,In operation,SEP,www.portodemaceio.com.br,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Rua Sn e Albuquerque, ,0.000000000000000,Jaragu,57025180,BR270430,Macei4,BR27,AL,6.000000000000000,Regi,Entre as praias de PajuGara e Jaragut,-9.683056000000001,-35.7263880, ,ANTAQ,BRMCZ,31415.926535897931899,78539816.339744821190834
146,1,146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,146,15,17.000000000000000,0.000000000000000,BRMCZ,Macei,Organized Port,BR,MCZ, ,In operation,SEP,www.portodemaceio.com.br,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Rua Sn e Albuquerque, ,0.000000000000000,Jaragu,57025180,BR270430,Macei4,BR27,AL,6.000000000000000,Regi,Entre as praias de PajuGara e Jaragut,-9.683056000000001,-35.7263880, ,ANTAQ,BRMCZ,31415.926535897931899,78539816.339744821190834
147,0,147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
148,0,148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
149,0,149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
150,0,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
151,0,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
152,0,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
153,0,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
154,0,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
155,0,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
156,1,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,156,880,300495.000000000000000,0.000000000000000,BRPE002,Estaleiro VARD PROMAR,Registered as a Yard,BR,BRP,BRPE002,In operation,Privada,Registro - Estaleiro,VARD PROMAR S/A,11084194000177,Res. 6289/2018,0.000000000000000,AE Zona Industrial Portusria - ZIP,S/N Ilha de Tatuoca,0.000000000000000,Zona Rural,55590000,2607208, , , ,0.000000000000000, , ,-8.371,-34.972,Cadastro atualizado pela GAP em 14/08/2018,Antaq, ,31415.926535897931899,78539816.339744821190834
157,0,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
158,0,158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
159,0,159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
160,0,160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
161,0,161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
162,0,162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
163,0,163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
164,0,164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
165,0,165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
166,0,166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
167,0,167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
168,0,168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
169,0,169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
170,0,170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
171,0,171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
172,0,172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
173,1,173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,173,17,19.000000000000000,0.000000000000000,BRNAT,Natal,Organized Port,BR,NAT, ,In operation,SEP,http://codern.com.br/porto-de-natal/,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Avenida Engenheiro Hildebrando de Gris,Distante 3km da sua foz,220.000000000000000,Ribeira,59010700,BR240810,Natal,BR24,RN,6.000000000000000,Regi,Margem direita do Rio Potengi,-5.772777r,-35.204999, ,ANTAQ,BRNAT,31415.926535897931899,78539816.339744821190834
174,1,174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,174,17,19.000000000000000,0.000000000000000,BRNAT,Natal,Organized Port,BR,NAT, ,In operation,SEP,http://codern.com.br/porto-de-natal/,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Avenida Engenheiro Hildebrando de Gris,Distante 3km da sua foz,220.000000000000000,Ribeira,59010700,BR240810,Natal,BR24,RN,6.000000000000000,Regi,Margem direita do Rio Potengi,-5.772777r,-35.204999, ,ANTAQ,BRNAT,31415.926535897931899,78539816.339744821190834
175,1,175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,175,17,19.000000000000000,0.000000000000000,BRNAT,Natal,Organized Port,BR,NAT, ,In operation,SEP,http://codern.com.br/porto-de-natal/,Companhia Docas do Rio Grande do Norte - COD, , ,10.000000000000000,Avenida Engenheiro Hildebrando de Gris,Distante 3km da sua foz,220.000000000000000,Ribeira,59010700,BR240810,Natal,BR24,RN,6.000000000000000,Regi,Margem direita do Rio Potengi,-5.772777r,-35.204999, ,ANTAQ,BRNAT,31415.926535897931899,78539816.339744821190834
176,0,176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
177,0,177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
178,0,178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
179,0,179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
180,2,180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,180,881,300496.000000000000000,0.000000000000000,BRPE003,Porto de Santo Antonio (IP4 Fernando de Noronha),Registereded as a public port facility,BR,BRP,BRPE003,In operation,Privada,Registro - Instalablo portu ria piblica de pequeno porte,PORTO DE SANTO ANTONIO - AUTARQUIA TERRITORI,40817926000199,Res. 5594/2017,0.000000000000000,Bairro de Santo AntNnio, ,0.000000000000000,Vila do Porto,53990000,2605459, , , ,0.000000000000000, , ,-3.834,-32.401, ,Antaq, ,31415.926535897931899,78539816.339744821190834
181,1,181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,181,9,9.000000000000000,0.000000000000000,BRFOR,Fortaleza e,Organized Port,BR,FOR, ,In operation,SEP,http://www.docasdoceara.com.br/o-porto,Companhia Docas do Cear. - CDC, ,Lei 5.917/73,8.000000000000000,Pra a Amigos da Marinha, ,0.000000000000000,Mucuripe,60182640,BR230440,Fortaleza,BR23,CE,6.000000000000000,Regi,Enseada de Mucuripe,-3.709722000000001e,-38.473610, ,ANTAQ,BRFOR,31415.926535897931899,78539816.339744821190834
182,1,182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,182,9,9.000000000000000,0.000000000000000,BRFOR,Fortaleza e,Organized Port,BR,FOR, ,In operation,SEP,http://www.docasdoceara.com.br/o-porto,Companhia Docas do Cear. - CDC, ,Lei 5.917/73,8.000000000000000,Pra a Amigos da Marinha, ,0.000000000000000,Mucuripe,60182640,BR230440,Fortaleza,BR23,CE,6.000000000000000,Regi,Enseada de Mucuripe,-3.709722000000001e,-38.473610, ,ANTAQ,BRFOR,31415.926535897931899,78539816.339744821190834
183,0,183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
184,1,184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,184,76,140.000000000000000,0.000000000000000,BRCE001,Terminal PortuGrio do Pec6m,Terminal for private use,BR,BRC,BRCE001,In operation,Privada,Terminal de uso privado,COMPANHIA DE DESENVOLVIMENTO DO COMPLEXO IND,01256678000100,CA 113/2016-ANTAQ,0.000000000000000,Esplanada do PecQm,s/ na,0.000000000000000,Distrito de Peccm,62674906,2312403, , , ,0.000000000000000, , ,-3.52703,-38.7965,Atualiza,Antaq, ,31415.926535897931899,78539816.339744821190834
185,0,185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
186,1,186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,186,930,300546.000000000000000,0.000000000000000,BRCE002,Terminal Petrobras Paracuru,Terminal for private use,BR,BRC,BRCE002,Built,Privada,Terminal de uso privado,PETROLEO BRASILEIRO S A PETROBRAS,33000167004107,CA 14/2019-MINFRA,0.000000000000000,Estrada da Lagoa Grande,S/N,0.000000000000000,Lagoa,62680000,2310209, , , ,0.000000000000000, , ,-3.4012,-39.0119,"09/02/2021 - Atualizadees GAP:
- Constava a previsro de investi",Antaq, ,31415.926535897931899,78539816.339744821190834
187,1,187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,187,930,300546.000000000000000,0.000000000000000,BRCE002,Terminal Petrobras Paracuru,Terminal for private use,BR,BRC,BRCE002,Built,Privada,Terminal de uso privado,PETROLEO BRASILEIRO S A PETROBRAS,33000167004107,CA 14/2019-MINFRA,0.000000000000000,Estrada da Lagoa Grande,S/N,0.000000000000000,Lagoa,62680000,2310209, , , ,0.000000000000000, , ,-3.4012,-39.0119,"09/02/2021 - Atualizadees GAP:
- Constava a previsro de investi",Antaq, ,31415.926535897931899,78539816.339744821190834
188,1,188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,188,930,300546.000000000000000,0.000000000000000,BRCE002,Terminal Petrobras Paracuru,Terminal for private use,BR,BRC,BRCE002,Built,Privada,Terminal de uso privado,PETROLEO BRASILEIRO S A PETROBRAS,33000167004107,CA 14/2019-MINFRA,0.000000000000000,Estrada da Lagoa Grande,S/N,0.000000000000000,Lagoa,62680000,2310209, , , ,0.000000000000000, , ,-3.4012,-39.0119,"09/02/2021 - Atualizadees GAP:
- Constava a previsro de investi",Antaq, ,31415.926535897931899,78539816.339744821190834
189,1,189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,189,930,300546.000000000000000,0.000000000000000,BRCE002,Terminal Petrobras Paracuru,Terminal for private use,BR,BRC,BRCE002,Built,Privada,Terminal de uso privado,PETROLEO BRASILEIRO S A PETROBRAS,33000167004107,CA 14/2019-MINFRA,0.000000000000000,Estrada da Lagoa Grande,S/N,0.000000000000000,Lagoa,62680000,2310209, , , ,0.000000000000000, , ,-3.4012,-39.0119,"09/02/2021 - Atualizadees GAP:
- Constava a previsro de investi",Antaq, ,31415.926535897931899,78539816.339744821190834
190,0,190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
191,0,191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
192,0,192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
193,0,193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
194,0,194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
195,0,195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
196,0,196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
197,0,197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
198,0,198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,2.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,5000.000000000000000,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
199,0,199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
200,1,200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,200,380,1247.000000000000000,0.000000000000000,BR247,SRo JosT do Norte,IP4,BR,247, ,Planned,MTPA/DNIT, , , ,Portaria Interministerial Nc 24/2015 - SEP/MT,0.000000000000000, , ,0.000000000000000, , ,BR431850,SRo Jos0 do Norte,BR43,RS,2.000000000000000,Regi,Lagoa dos Patos,-32.014,-52.042, ,DNIT,BR247,31415.926535897931899,78539816.339744821190834
201,0,201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
202,0,202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
203,0,203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
204,1,204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,204,80,144.000000000000000,0.000000000000000,BRRS009,Terminal Aquavi0rio de Osprio,Terminal for private use,BR,BRR,BRRS009,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449005894,CA 72/2015-ANTAQ,0.000000000000000,Rodovia CristTvQo Pereira de Abreu,KM 103,0.000000000000000,Cresc3ncio,95520000,4313508, , , ,0.000000000000000, , ,-29.9828,-50.1903,Atualiza,Antaq, ,31415.926535897931899,78539816.339744821190834
205,1,205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,205,80,144.000000000000000,0.000000000000000,BRRS009,Terminal Aquavi0rio de Osprio,Terminal for private use,BR,BRR,BRRS009,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449005894,CA 72/2015-ANTAQ,0.000000000000000,Rodovia CristTvQo Pereira de Abreu,KM 103,0.000000000000000,Cresc3ncio,95520000,4313508, , , ,0.000000000000000, , ,-29.9828,-50.1903,Atualiza,Antaq, ,31415.926535897931899,78539816.339744821190834
206,0,206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,3.5,5,Right and left,Beach-break,All surfers,2.000000000000000,5.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
207,0,207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
208,0,208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
209,0,209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31415.926535897931899,78539816.339744821190834
